AVG Arrivals,AVG Served,AVG Delay,AVG Delay Regular,AVG Delay Service Desk
946.26,831.73,15.396555005929965,17.556221220699342,10.471732237507787,
912.41,812.55,14.12234690386002,15.531573313566673,10.184889908237675,
937.51,828.08,15.20408279327477,18.25606020809556,9.998282575996312,
931.34,824.42,14.36917615154565,16.112289450923686,9.52242541257398,
881.48,803.16,12.078061816117424,12.808932216584605,10.169732040892502,
884.25,801.69,12.970894506542386,15.345700394259543,10.695835956871527,
872.56,786.35,11.834309275218965,13.08680422653456,10.124496944528182,
872.46,794.12,11.358348053128791,12.117777908065865,10.428550843377318,
895.96,793.42,12.533774607780671,13.471782065027003,9.991624568321226,
906.43,805.32,13.456702056880065,15.761187237321757,10.153062492410843,
895.95,801.42,13.02943466763632,14.524527767047053,9.321155509546394,
910.5,818.44,13.285196548309631,14.981160799985958,9.838311435581703,
902.41,814.72,13.316904344809847,14.996396918024388,10.838287820760986,
890.02,804.89,12.538382765285359,13.621741307072655,9.693495804793345,
